name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed,is_legendary,generation,hidden_ability
empoleon,https://pokeapi.co/api/v2/pokemon/395/,"water, steel","torrent, defiant",84,86,88,111,101,60,False,generation-iv,defiant
starly,https://pokeapi.co/api/v2/pokemon/396/,"normal, flying","keen-eye, reckless",40,55,30,30,30,60,False,generation-iv,reckless
staravia,https://pokeapi.co/api/v2/pokemon/397/,"normal, flying","intimidate, reckless",55,75,50,40,40,80,False,generation-iv,reckless
staraptor,https://pokeapi.co/api/v2/pokemon/398/,"normal, flying","intimidate, reckless",85,120,70,50,60,100,False,generation-iv,reckless
bidoof,https://pokeapi.co/api/v2/pokemon/399/,normal,"simple, unaware, moody",59,45,40,35,40,31,False,generation-iv,moody
bibarel,https://pokeapi.co/api/v2/pokemon/400/,"normal, water","simple, unaware, moody",79,85,60,55,60,71,False,generation-iv,moody
kricketot,https://pokeapi.co/api/v2/pokemon/401/,bug,"shed-skin, run-away",37,25,41,25,41,25,False,generation-iv,run-away
kricketune,https://pokeapi.co/api/v2/pokemon/402/,bug,"swarm, technician",77,85,51,55,51,65,False,generation-iv,technician
shinx,https://pokeapi.co/api/v2/pokemon/403/,electric,"rivalry, intimidate, guts",45,65,34,40,34,45,False,generation-iv,guts
luxio,https://pokeapi.co/api/v2/pokemon/404/,electric,"rivalry, intimidate, guts",60,85,49,60,49,60,False,generation-iv,guts
luxray,https://pokeapi.co/api/v2/pokemon/405/,electric,"rivalry, intimidate, guts",80,120,79,95,79,70,False,generation-iv,guts
budew,https://pokeapi.co/api/v2/pokemon/406/,"grass, poison","natural-cure, poison-point, leaf-guard",40,30,35,50,70,55,False,generation-iv,leaf-guard
roserade,https://pokeapi.co/api/v2/pokemon/407/,"grass, poison","natural-cure, poison-point, technician",60,70,65,125,105,90,False,generation-iv,technician
cranidos,https://pokeapi.co/api/v2/pokemon/408/,rock,"mold-breaker, sheer-force",67,125,40,30,30,58,False,generation-iv,sheer-force
rampardos,https://pokeapi.co/api/v2/pokemon/409/,rock,"mold-breaker, sheer-force",97,165,60,65,50,58,False,generation-iv,sheer-force
shieldon,https://pokeapi.co/api/v2/pokemon/410/,"rock, steel","sturdy, soundproof",30,42,118,42,88,30,False,generation-iv,soundproof
bastiodon,https://pokeapi.co/api/v2/pokemon/411/,"rock, steel","sturdy, soundproof",60,52,168,47,138,30,False,generation-iv,soundproof
burmy,https://pokeapi.co/api/v2/pokemon/412/,bug,"shed-skin, overcoat",40,29,45,29,45,36,False,generation-iv,overcoat
wormadam-plant,https://pokeapi.co/api/v2/pokemon/413/,"bug, grass","anticipation, overcoat",60,59,85,79,105,36,False,generation-iv,overcoat
mothim,https://pokeapi.co/api/v2/pokemon/414/,"bug, flying","swarm, tinted-lens",70,94,50,94,50,66,False,generation-iv,tinted-lens
combee,https://pokeapi.co/api/v2/pokemon/415/,"bug, flying","honey-gather, hustle",30,30,42,30,42,70,False,generation-iv,hustle
vespiquen,https://pokeapi.co/api/v2/pokemon/416/,"bug, flying","pressure, unnerve",70,80,102,80,102,40,False,generation-iv,unnerve
pachirisu,https://pokeapi.co/api/v2/pokemon/417/,electric,"run-away, pickup, volt-absorb",60,45,70,45,90,95,False,generation-iv,volt-absorb
buizel,https://pokeapi.co/api/v2/pokemon/418/,water,"swift-swim, water-veil",55,65,35,60,30,85,False,generation-iv,water-veil
floatzel,https://pokeapi.co/api/v2/pokemon/419/,water,"swift-swim, water-veil",85,105,55,85,50,115,False,generation-iv,water-veil
cherubi,https://pokeapi.co/api/v2/pokemon/420/,grass,chlorophyll,45,35,45,62,53,35,False,generation-iv,
cherrim,https://pokeapi.co/api/v2/pokemon/421/,grass,flower-gift,70,60,70,87,78,85,False,generation-iv,
shellos,https://pokeapi.co/api/v2/pokemon/422/,water,"sticky-hold, storm-drain, sand-force",76,48,48,57,62,34,False,generation-iv,sand-force
gastrodon,https://pokeapi.co/api/v2/pokemon/423/,"water, ground","sticky-hold, storm-drain, sand-force",111,83,68,92,82,39,False,generation-iv,sand-force
ambipom,https://pokeapi.co/api/v2/pokemon/424/,normal,"technician, pickup, skill-link",75,100,66,60,66,115,False,generation-iv,skill-link
drifloon,https://pokeapi.co/api/v2/pokemon/425/,"ghost, flying","aftermath, unburden, flare-boost",90,50,34,60,44,70,False,generation-iv,flare-boost
drifblim,https://pokeapi.co/api/v2/pokemon/426/,"ghost, flying","aftermath, unburden, flare-boost",150,80,44,90,54,80,False,generation-iv,flare-boost
buneary,https://pokeapi.co/api/v2/pokemon/427/,normal,"run-away, klutz, limber",55,66,44,44,56,85,False,generation-iv,limber
lopunny,https://pokeapi.co/api/v2/pokemon/428/,normal,"cute-charm, klutz, limber",65,76,84,54,96,105,False,generation-iv,limber
mismagius,https://pokeapi.co/api/v2/pokemon/429/,ghost,levitate,60,60,60,105,105,105,False,generation-iv,
honchkrow,https://pokeapi.co/api/v2/pokemon/430/,"dark, flying","insomnia, super-luck, moxie",100,125,52,105,52,71,False,generation-iv,moxie
glameow,https://pokeapi.co/api/v2/pokemon/431/,normal,"limber, own-tempo, keen-eye",49,55,42,42,37,85,False,generation-iv,keen-eye
purugly,https://pokeapi.co/api/v2/pokemon/432/,normal,"thick-fat, own-tempo, defiant",71,82,64,64,59,112,False,generation-iv,defiant
chingling,https://pokeapi.co/api/v2/pokemon/433/,psychic,levitate,45,30,50,65,50,45,False,generation-iv,
stunky,https://pokeapi.co/api/v2/pokemon/434/,"poison, dark","stench, aftermath, keen-eye",63,63,47,41,41,74,False,generation-iv,keen-eye
skuntank,https://pokeapi.co/api/v2/pokemon/435/,"poison, dark","stench, aftermath, keen-eye",103,93,67,71,61,84,False,generation-iv,keen-eye
bronzor,https://pokeapi.co/api/v2/pokemon/436/,"steel, psychic","levitate, heatproof, heavy-metal",57,24,86,24,86,23,False,generation-iv,heavy-metal
bronzong,https://pokeapi.co/api/v2/pokemon/437/,"steel, psychic","levitate, heatproof, heavy-metal",67,89,116,79,116,33,False,generation-iv,heavy-metal
bonsly,https://pokeapi.co/api/v2/pokemon/438/,rock,"sturdy, rock-head, rattled",50,80,95,10,45,10,False,generation-iv,rattled
mime-jr,https://pokeapi.co/api/v2/pokemon/439/,"psychic, fairy","soundproof, filter, technician",20,25,45,70,90,60,False,generation-iv,technician
happiny,https://pokeapi.co/api/v2/pokemon/440/,normal,"natural-cure, serene-grace, friend-guard",100,5,5,15,65,30,False,generation-iv,friend-guard
chatot,https://pokeapi.co/api/v2/pokemon/441/,"normal, flying","keen-eye, tangled-feet, big-pecks",76,65,45,92,42,91,False,generation-iv,big-pecks
spiritomb,https://pokeapi.co/api/v2/pokemon/442/,"ghost, dark","pressure, infiltrator",50,92,108,92,108,35,False,generation-iv,infiltrator
gible,https://pokeapi.co/api/v2/pokemon/443/,"dragon, ground","sand-veil, rough-skin",58,70,45,40,45,42,False,generation-iv,rough-skin
gabite,https://pokeapi.co/api/v2/pokemon/444/,"dragon, ground","sand-veil, rough-skin",68,90,65,50,55,82,False,generation-iv,rough-skin
garchomp,https://pokeapi.co/api/v2/pokemon/445/,"dragon, ground","sand-veil, rough-skin",108,130,95,80,85,102,False,generation-iv,rough-skin
munchlax,https://pokeapi.co/api/v2/pokemon/446/,normal,"pickup, thick-fat, gluttony",135,85,40,40,85,5,False,generation-iv,gluttony
riolu,https://pokeapi.co/api/v2/pokemon/447/,fighting,"steadfast, inner-focus, prankster",40,70,40,35,40,60,False,generation-iv,prankster
lucario,https://pokeapi.co/api/v2/pokemon/448/,"fighting, steel","steadfast, inner-focus, justified",70,110,70,115,70,90,False,generation-iv,justified
hippopotas,https://pokeapi.co/api/v2/pokemon/449/,ground,"sand-stream, sand-force",68,72,78,38,42,32,False,generation-iv,sand-force
hippowdon,https://pokeapi.co/api/v2/pokemon/450/,ground,"sand-stream, sand-force",108,112,118,68,72,47,False,generation-iv,sand-force
skorupi,https://pokeapi.co/api/v2/pokemon/451/,"poison, bug","battle-armor, sniper, keen-eye",40,50,90,30,55,65,False,generation-iv,keen-eye
drapion,https://pokeapi.co/api/v2/pokemon/452/,"poison, dark","battle-armor, sniper, keen-eye",70,90,110,60,75,95,False,generation-iv,keen-eye
croagunk,https://pokeapi.co/api/v2/pokemon/453/,"poison, fighting","anticipation, dry-skin, poison-touch",48,61,40,61,40,50,False,generation-iv,poison-touch
toxicroak,https://pokeapi.co/api/v2/pokemon/454/,"poison, fighting","anticipation, dry-skin, poison-touch",83,106,65,86,65,85,False,generation-iv,poison-touch
carnivine,https://pokeapi.co/api/v2/pokemon/455/,grass,levitate,74,100,72,90,72,46,False,generation-iv,
finneon,https://pokeapi.co/api/v2/pokemon/456/,water,"swift-swim, storm-drain, water-veil",49,49,56,49,61,66,False,generation-iv,water-veil
lumineon,https://pokeapi.co/api/v2/pokemon/457/,water,"swift-swim, storm-drain, water-veil",69,69,76,69,86,91,False,generation-iv,water-veil
mantyke,https://pokeapi.co/api/v2/pokemon/458/,"water, flying","swift-swim, water-absorb, water-veil",45,20,50,60,120,50,False,generation-iv,water-veil
snover,https://pokeapi.co/api/v2/pokemon/459/,"grass, ice","snow-warning, soundproof",60,62,50,62,60,40,False,generation-iv,soundproof
abomasnow,https://pokeapi.co/api/v2/pokemon/460/,"grass, ice","snow-warning, soundproof",90,92,75,92,85,60,False,generation-iv,soundproof
weavile,https://pokeapi.co/api/v2/pokemon/461/,"dark, ice","pressure, pickpocket",70,120,65,45,85,125,False,generation-iv,pickpocket
magnezone,https://pokeapi.co/api/v2/pokemon/462/,"electric, steel","magnet-pull, sturdy, analytic",70,70,115,130,90,60,False,generation-iv,analytic
lickilicky,https://pokeapi.co/api/v2/pokemon/463/,normal,"own-tempo, oblivious, cloud-nine",110,85,95,80,95,50,False,generation-iv,cloud-nine
rhyperior,https://pokeapi.co/api/v2/pokemon/464/,"ground, rock","lightning-rod, solid-rock, reckless",115,140,130,55,55,40,False,generation-iv,reckless
tangrowth,https://pokeapi.co/api/v2/pokemon/465/,grass,"chlorophyll, leaf-guard, regenerator",100,100,125,110,50,50,False,generation-iv,regenerator
electivire,https://pokeapi.co/api/v2/pokemon/466/,electric,"motor-drive, vital-spirit",75,123,67,95,85,95,False,generation-iv,vital-spirit
magmortar,https://pokeapi.co/api/v2/pokemon/467/,fire,"flame-body, vital-spirit",75,95,67,125,95,83,False,generation-iv,vital-spirit
togekiss,https://pokeapi.co/api/v2/pokemon/468/,"fairy, flying","hustle, serene-grace, super-luck",85,50,95,120,115,80,False,generation-iv,super-luck
yanmega,https://pokeapi.co/api/v2/pokemon/469/,"bug, flying","speed-boost, tinted-lens, frisk",86,76,86,116,56,95,False,generation-iv,frisk
leafeon,https://pokeapi.co/api/v2/pokemon/470/,grass,"leaf-guard, chlorophyll",65,110,130,60,65,95,False,generation-iv,chlorophyll
glaceon,https://pokeapi.co/api/v2/pokemon/471/,ice,"snow-cloak, ice-body",65,60,110,130,95,65,False,generation-iv,ice-body
gliscor,https://pokeapi.co/api/v2/pokemon/472/,"ground, flying","hyper-cutter, sand-veil, poison-heal",75,95,125,45,75,95,False,generation-iv,poison-heal
mamoswine,https://pokeapi.co/api/v2/pokemon/473/,"ice, ground","oblivious, snow-cloak, thick-fat",110,130,80,70,60,80,False,generation-iv,thick-fat
porygon-z,https://pokeapi.co/api/v2/pokemon/474/,normal,"adaptability, download, analytic",85,80,70,135,75,90,False,generation-iv,analytic
gallade,https://pokeapi.co/api/v2/pokemon/475/,"psychic, fighting","steadfast, sharpness, justified",68,125,65,65,115,80,False,generation-iv,justified
probopass,https://pokeapi.co/api/v2/pokemon/476/,"rock, steel","sturdy, magnet-pull, sand-force",60,55,145,75,150,40,False,generation-iv,sand-force
dusknoir,https://pokeapi.co/api/v2/pokemon/477/,ghost,"pressure, frisk",45,100,135,65,135,45,False,generation-iv,frisk
froslass,https://pokeapi.co/api/v2/pokemon/478/,"ice, ghost","snow-cloak, cursed-body",70,80,70,80,70,110,False,generation-iv,cursed-body
rotom,https://pokeapi.co/api/v2/pokemon/479/,"electric, ghost",levitate,50,50,77,95,77,91,False,generation-iv,
uxie,https://pokeapi.co/api/v2/pokemon/480/,psychic,levitate,75,75,130,75,130,95,True,generation-iv,
mesprit,https://pokeapi.co/api/v2/pokemon/481/,psychic,levitate,80,105,105,105,105,80,True,generation-iv,
azelf,https://pokeapi.co/api/v2/pokemon/482/,psychic,levitate,75,125,70,125,70,115,True,generation-iv,
dialga,https://pokeapi.co/api/v2/pokemon/483/,"steel, dragon","pressure, telepathy",100,120,120,150,100,90,True,generation-iv,telepathy
palkia,https://pokeapi.co/api/v2/pokemon/484/,"water, dragon","pressure, telepathy",90,120,100,150,120,100,True,generation-iv,telepathy
heatran,https://pokeapi.co/api/v2/pokemon/485/,"fire, steel","flash-fire, flame-body",91,90,106,130,106,77,True,generation-iv,flame-body
regigigas,https://pokeapi.co/api/v2/pokemon/486/,normal,slow-start,110,160,110,80,110,100,True,generation-iv,
giratina-altered,https://pokeapi.co/api/v2/pokemon/487/,"ghost, dragon","pressure, telepathy",150,100,120,100,120,90,True,generation-iv,telepathy
cresselia,https://pokeapi.co/api/v2/pokemon/488/,psychic,levitate,120,70,120,75,130,85,True,generation-iv,
phione,https://pokeapi.co/api/v2/pokemon/489/,water,hydration,80,80,80,80,80,80,False,generation-iv,
manaphy,https://pokeapi.co/api/v2/pokemon/490/,water,hydration,100,100,100,100,100,100,False,generation-iv,
darkrai,https://pokeapi.co/api/v2/pokemon/491/,dark,bad-dreams,70,90,90,135,90,125,False,generation-iv,
shaymin-land,https://pokeapi.co/api/v2/pokemon/492/,grass,natural-cure,100,100,100,100,100,100,False,generation-iv,
arceus,https://pokeapi.co/api/v2/pokemon/493/,normal,multitype,120,120,120,120,120,120,False,generation-iv,
victini,https://pokeapi.co/api/v2/pokemon/494/,"psychic, fire",victory-star,100,100,100,100,100,100,False,generation-v,
snivy,https://pokeapi.co/api/v2/pokemon/495/,grass,"overgrow, contrary",45,45,55,45,55,63,False,generation-v,contrary
servine,https://pokeapi.co/api/v2/pokemon/496/,grass,"overgrow, contrary",60,60,75,60,75,83,False,generation-v,contrary
serperior,https://pokeapi.co/api/v2/pokemon/497/,grass,"overgrow, contrary",75,75,95,75,95,113,False,generation-v,contrary
tepig,https://pokeapi.co/api/v2/pokemon/498/,fire,"blaze, thick-fat",65,63,45,45,45,45,False,generation-v,thick-fat
pignite,https://pokeapi.co/api/v2/pokemon/499/,"fire, fighting","blaze, thick-fat",90,93,55,70,55,55,False,generation-v,thick-fat
emboar,https://pokeapi.co/api/v2/pokemon/500/,"fire, fighting","blaze, reckless",110,123,65,100,65,65,False,generation-v,reckless
oshawott,https://pokeapi.co/api/v2/pokemon/501/,water,"torrent, shell-armor",55,55,45,63,45,45,False,generation-v,shell-armor
dewott,https://pokeapi.co/api/v2/pokemon/502/,water,"torrent, shell-armor",75,75,60,83,60,60,False,generation-v,shell-armor
samurott,https://pokeapi.co/api/v2/pokemon/503/,water,"torrent, shell-armor",95,100,85,108,70,70,False,generation-v,shell-armor
patrat,https://pokeapi.co/api/v2/pokemon/504/,normal,"run-away, keen-eye, analytic",45,55,39,35,39,42,False,generation-v,analytic
watchog,https://pokeapi.co/api/v2/pokemon/505/,normal,"illuminate, keen-eye, analytic",60,85,69,60,69,77,False,generation-v,analytic
lillipup,https://pokeapi.co/api/v2/pokemon/506/,normal,"vital-spirit, pickup, run-away",45,60,45,25,45,55,False,generation-v,run-away
herdier,https://pokeapi.co/api/v2/pokemon/507/,normal,"intimidate, sand-rush, scrappy",65,80,65,35,65,60,False,generation-v,scrappy
stoutland,https://pokeapi.co/api/v2/pokemon/508/,normal,"intimidate, sand-rush, scrappy",85,110,90,45,90,80,False,generation-v,scrappy
purrloin,https://pokeapi.co/api/v2/pokemon/509/,dark,"limber, unburden, prankster",41,50,37,50,37,66,False,generation-v,prankster
liepard,https://pokeapi.co/api/v2/pokemon/510/,dark,"limber, unburden, prankster",64,88,50,88,50,106,False,generation-v,prankster
pansage,https://pokeapi.co/api/v2/pokemon/511/,grass,"gluttony, overgrow",50,53,48,53,48,64,False,generation-v,overgrow
simisage,https://pokeapi.co/api/v2/pokemon/512/,grass,"gluttony, overgrow",75,98,63,98,63,101,False,generation-v,overgrow
pansear,https://pokeapi.co/api/v2/pokemon/513/,fire,"gluttony, blaze",50,53,48,53,48,64,False,generation-v,blaze
simisear,https://pokeapi.co/api/v2/pokemon/514/,fire,"gluttony, blaze",75,98,63,98,63,101,False,generation-v,blaze
panpour,https://pokeapi.co/api/v2/pokemon/515/,water,"gluttony, torrent",50,53,48,53,48,64,False,generation-v,torrent
simipour,https://pokeapi.co/api/v2/pokemon/516/,water,"gluttony, torrent",75,98,63,98,63,101,False,generation-v,torrent
munna,https://pokeapi.co/api/v2/pokemon/517/,psychic,"forewarn, synchronize, telepathy",76,25,45,67,55,24,False,generation-v,telepathy
musharna,https://pokeapi.co/api/v2/pokemon/518/,psychic,"forewarn, synchronize, telepathy",116,55,85,107,95,29,False,generation-v,telepathy
pidove,https://pokeapi.co/api/v2/pokemon/519/,"normal, flying","big-pecks, super-luck, rivalry",50,55,50,36,30,43,False,generation-v,rivalry
tranquill,https://pokeapi.co/api/v2/pokemon/520/,"normal, flying","big-pecks, super-luck, rivalry",62,77,62,50,42,65,False,generation-v,rivalry
unfezant,https://pokeapi.co/api/v2/pokemon/521/,"normal, flying","big-pecks, super-luck, rivalry",80,115,80,65,55,93,False,generation-v,rivalry
blitzle,https://pokeapi.co/api/v2/pokemon/522/,electric,"lightning-rod, motor-drive, sap-sipper",45,60,32,50,32,76,False,generation-v,sap-sipper
zebstrika,https://pokeapi.co/api/v2/pokemon/523/,electric,"lightning-rod, motor-drive, sap-sipper",75,100,63,80,63,116,False,generation-v,sap-sipper
roggenrola,https://pokeapi.co/api/v2/pokemon/524/,rock,"sturdy, weak-armor, sand-force",55,75,85,25,25,15,False,generation-v,sand-force
boldore,https://pokeapi.co/api/v2/pokemon/525/,rock,"sturdy, weak-armor, sand-force",70,105,105,50,40,20,False,generation-v,sand-force
gigalith,https://pokeapi.co/api/v2/pokemon/526/,rock,"sturdy, sand-stream, sand-force",85,135,130,60,80,25,False,generation-v,sand-force
woobat,https://pokeapi.co/api/v2/pokemon/527/,"psychic, flying","unaware, klutz, simple",65,45,43,55,43,72,False,generation-v,simple
swoobat,https://pokeapi.co/api/v2/pokemon/528/,"psychic, flying","unaware, klutz, simple",67,57,55,77,55,114,False,generation-v,simple
drilbur,https://pokeapi.co/api/v2/pokemon/529/,ground,"sand-rush, sand-force, mold-breaker",60,85,40,30,45,68,False,generation-v,mold-breaker
excadrill,https://pokeapi.co/api/v2/pokemon/530/,"ground, steel","sand-rush, sand-force, mold-breaker",110,135,60,50,65,88,False,generation-v,mold-breaker
audino,https://pokeapi.co/api/v2/pokemon/531/,normal,"healer, regenerator, klutz",103,60,86,60,86,50,False,generation-v,klutz
timburr,https://pokeapi.co/api/v2/pokemon/532/,fighting,"guts, sheer-force, iron-fist",75,80,55,25,35,35,False,generation-v,iron-fist
gurdurr,https://pokeapi.co/api/v2/pokemon/533/,fighting,"guts, sheer-force, iron-fist",85,105,85,40,50,40,False,generation-v,iron-fist
conkeldurr,https://pokeapi.co/api/v2/pokemon/534/,fighting,"guts, sheer-force, iron-fist",105,140,95,55,65,45,False,generation-v,iron-fist
tympole,https://pokeapi.co/api/v2/pokemon/535/,water,"swift-swim, hydration, water-absorb",50,50,40,50,40,64,False,generation-v,water-absorb
palpitoad,https://pokeapi.co/api/v2/pokemon/536/,"water, ground","swift-swim, hydration, water-absorb",75,65,55,65,55,69,False,generation-v,water-absorb
seismitoad,https://pokeapi.co/api/v2/pokemon/537/,"water, ground","swift-swim, poison-touch, water-absorb",105,95,75,85,75,74,False,generation-v,water-absorb
throh,https://pokeapi.co/api/v2/pokemon/538/,fighting,"guts, inner-focus, mold-breaker",120,100,85,30,85,45,False,generation-v,mold-breaker
sawk,https://pokeapi.co/api/v2/pokemon/539/,fighting,"sturdy, inner-focus, mold-breaker",75,125,75,30,75,85,False,generation-v,mold-breaker
sewaddle,https://pokeapi.co/api/v2/pokemon/540/,"bug, grass","swarm, chlorophyll, overcoat",45,53,70,40,60,42,False,generation-v,overcoat
swadloon,https://pokeapi.co/api/v2/pokemon/541/,"bug, grass","leaf-guard, chlorophyll, overcoat",55,63,90,50,80,42,False,generation-v,overcoat
leavanny,https://pokeapi.co/api/v2/pokemon/542/,"bug, grass","swarm, chlorophyll, overcoat",75,103,80,70,80,92,False,generation-v,overcoat
venipede,https://pokeapi.co/api/v2/pokemon/543/,"bug, poison","poison-point, swarm, speed-boost",30,45,59,30,39,57,False,generation-v,speed-boost
whirlipede,https://pokeapi.co/api/v2/pokemon/544/,"bug, poison","poison-point, swarm, speed-boost",40,55,99,40,79,47,False,generation-v,speed-boost
scolipede,https://pokeapi.co/api/v2/pokemon/545/,"bug, poison","poison-point, swarm, speed-boost",60,100,89,55,69,112,False,generation-v,speed-boost
cottonee,https://pokeapi.co/api/v2/pokemon/546/,"grass, fairy","prankster, infiltrator, chlorophyll",40,27,60,37,50,66,False,generation-v,chlorophyll
whimsicott,https://pokeapi.co/api/v2/pokemon/547/,"grass, fairy","prankster, infiltrator, chlorophyll",60,67,85,77,75,116,False,generation-v,chlorophyll
petilil,https://pokeapi.co/api/v2/pokemon/548/,grass,"chlorophyll, own-tempo, leaf-guard",45,35,50,70,50,30,False,generation-v,leaf-guard
lilligant,https://pokeapi.co/api/v2/pokemon/549/,grass,"chlorophyll, own-tempo, leaf-guard",70,60,75,110,75,90,False,generation-v,leaf-guard
basculin-red-striped,https://pokeapi.co/api/v2/pokemon/550/,water,"reckless, adaptability, mold-breaker",70,92,65,80,55,98,False,generation-v,mold-breaker
sandile,https://pokeapi.co/api/v2/pokemon/551/,"ground, dark","intimidate, moxie, anger-point",50,72,35,35,35,65,False,generation-v,anger-point
krokorok,https://pokeapi.co/api/v2/pokemon/552/,"ground, dark","intimidate, moxie, anger-point",60,82,45,45,45,74,False,generation-v,anger-point
krookodile,https://pokeapi.co/api/v2/pokemon/553/,"ground, dark","intimidate, moxie, anger-point",95,117,80,65,70,92,False,generation-v,anger-point
darumaka,https://pokeapi.co/api/v2/pokemon/554/,fire,"hustle, inner-focus",70,90,45,15,45,50,False,generation-v,inner-focus
darmanitan-standard,https://pokeapi.co/api/v2/pokemon/555/,fire,"sheer-force, zen-mode",105,140,55,30,55,95,False,generation-v,zen-mode
maractus,https://pokeapi.co/api/v2/pokemon/556/,grass,"water-absorb, chlorophyll, storm-drain",75,86,67,106,67,60,False,generation-v,storm-drain
dwebble,https://pokeapi.co/api/v2/pokemon/557/,"bug, rock","sturdy, shell-armor, weak-armor",50,65,85,35,35,55,False,generation-v,weak-armor
crustle,https://pokeapi.co/api/v2/pokemon/558/,"bug, rock","sturdy, shell-armor, weak-armor",70,105,125,65,75,45,False,generation-v,weak-armor
scraggy,https://pokeapi.co/api/v2/pokemon/559/,"dark, fighting","shed-skin, moxie, intimidate",50,75,70,35,70,48,False,generation-v,intimidate
scrafty,https://pokeapi.co/api/v2/pokemon/560/,"dark, fighting","shed-skin, moxie, intimidate",65,90,115,45,115,58,False,generation-v,intimidate
sigilyph,https://pokeapi.co/api/v2/pokemon/561/,"psychic, flying","wonder-skin, magic-guard, tinted-lens",72,58,80,103,80,97,False,generation-v,tinted-lens
yamask,https://pokeapi.co/api/v2/pokemon/562/,ghost,mummy,38,30,85,55,65,30,False,generation-v,
cofagrigus,https://pokeapi.co/api/v2/pokemon/563/,ghost,mummy,58,50,145,95,105,30,False,generation-v,
tirtouga,https://pokeapi.co/api/v2/pokemon/564/,"water, rock","solid-rock, sturdy, swift-swim",54,78,103,53,45,22,False,generation-v,swift-swim
carracosta,https://pokeapi.co/api/v2/pokemon/565/,"water, rock","solid-rock, sturdy, swift-swim",74,108,133,83,65,32,False,generation-v,swift-swim
archen,https://pokeapi.co/api/v2/pokemon/566/,"rock, flying",defeatist,55,112,45,74,45,70,False,generation-v,
archeops,https://pokeapi.co/api/v2/pokemon/567/,"rock, flying",defeatist,75,140,65,112,65,110,False,generation-v,
trubbish,https://pokeapi.co/api/v2/pokemon/568/,poison,"stench, sticky-hold, aftermath",50,50,62,40,62,65,False,generation-v,aftermath
garbodor,https://pokeapi.co/api/v2/pokemon/569/,poison,"stench, weak-armor, aftermath",80,95,82,60,82,75,False,generation-v,aftermath
zorua,https://pokeapi.co/api/v2/pokemon/570/,dark,illusion,40,65,40,80,40,65,False,generation-v,
zoroark,https://pokeapi.co/api/v2/pokemon/571/,dark,illusion,60,105,60,120,60,105,False,generation-v,
minccino,https://pokeapi.co/api/v2/pokemon/572/,normal,"cute-charm, technician, skill-link",55,50,40,40,40,75,False,generation-v,skill-link
cinccino,https://pokeapi.co/api/v2/pokemon/573/,normal,"cute-charm, technician, skill-link",75,95,60,65,60,115,False,generation-v,skill-link
gothita,https://pokeapi.co/api/v2/pokemon/574/,psychic,"frisk, competitive, shadow-tag",45,30,50,55,65,45,False,generation-v,shadow-tag
gothorita,https://pokeapi.co/api/v2/pokemon/575/,psychic,"frisk, competitive, shadow-tag",60,45,70,75,85,55,False,generation-v,shadow-tag
gothitelle,https://pokeapi.co/api/v2/pokemon/576/,psychic,"frisk, competitive, shadow-tag",70,55,95,95,110,65,False,generation-v,shadow-tag
solosis,https://pokeapi.co/api/v2/pokemon/577/,psychic,"overcoat, magic-guard, regenerator",45,30,40,105,50,20,False,generation-v,regenerator
duosion,https://pokeapi.co/api/v2/pokemon/578/,psychic,"overcoat, magic-guard, regenerator",65,40,50,125,60,30,False,generation-v,regenerator
reuniclus,https://pokeapi.co/api/v2/pokemon/579/,psychic,"overcoat, magic-guard, regenerator",110,65,75,125,85,30,False,generation-v,regenerator
ducklett,https://pokeapi.co/api/v2/pokemon/580/,"water, flying","keen-eye, big-pecks, hydration",62,44,50,44,50,55,False,generation-v,hydration
swanna,https://pokeapi.co/api/v2/pokemon/581/,"water, flying","keen-eye, big-pecks, hydration",75,87,63,87,63,98,False,generation-v,hydration
vanillite,https://pokeapi.co/api/v2/pokemon/582/,ice,"ice-body, snow-cloak, weak-armor",36,50,50,65,60,44,False,generation-v,weak-armor
vanillish,https://pokeapi.co/api/v2/pokemon/583/,ice,"ice-body, snow-cloak, weak-armor",51,65,65,80,75,59,False,generation-v,weak-armor
vanilluxe,https://pokeapi.co/api/v2/pokemon/584/,ice,"ice-body, snow-warning, weak-armor",71,95,85,110,95,79,False,generation-v,weak-armor
deerling,https://pokeapi.co/api/v2/pokemon/585/,"normal, grass","chlorophyll, sap-sipper, serene-grace",60,60,50,40,50,75,False,generation-v,serene-grace
sawsbuck,https://pokeapi.co/api/v2/pokemon/586/,"normal, grass","chlorophyll, sap-sipper, serene-grace",80,100,70,60,70,95,False,generation-v,serene-grace
emolga,https://pokeapi.co/api/v2/pokemon/587/,"electric, flying","static, motor-drive",55,75,60,75,60,103,False,generation-v,motor-drive
karrablast,https://pokeapi.co/api/v2/pokemon/588/,bug,"swarm, shed-skin, no-guard",50,75,45,40,45,60,False,generation-v,no-guard
escavalier,https://pokeapi.co/api/v2/pokemon/589/,"bug, steel","swarm, shell-armor, overcoat",70,135,105,60,105,20,False,generation-v,overcoat
foongus,https://pokeapi.co/api/v2/pokemon/590/,"grass, poison","effect-spore, regenerator",69,55,45,55,55,15,False,generation-v,regenerator
amoonguss,https://pokeapi.co/api/v2/pokemon/591/,"grass, poison","effect-spore, regenerator",114,85,70,85,80,30,False,generation-v,regenerator
frillish,https://pokeapi.co/api/v2/pokemon/592/,"water, ghost","water-absorb, cursed-body, damp",55,40,50,65,85,40,False,generation-v,damp
